"","id","season_id","date","country","contact_person","email","phone","user_id","field_num","village_name","district","province","latitude","longitude","farmer_name","field_area","id_fertil_org","id_main.x","apply.x","wm_method","id_act_ingr.x","devel_stage.x","mix_type.x","id_pest","id_main.y","id_act_ingr.y","pest_type","apply.y","devel_stage.y","days_applied","mix_type.y","id_fungicide","id_main","apply","brand","amount","volume","devel_stage"
"99",23,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Trung","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.799","106.392","Vu Thi Tan","0.06",26,23,1,1,43,5,1,48,23,95,6,1,12,0,2,NA,NA,NA,NA,NA,NA,NA
"100",23,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Trung","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.799","106.392","Vu Thi Tan","0.06",26,23,1,1,43,5,1,49,23,134,7,1,12,0,2,NA,NA,NA,NA,NA,NA,NA
"101",23,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Trung","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.799","106.392","Vu Thi Tan","0.06",27,23,2,2,NA,9,NA,48,23,95,6,1,12,0,2,NA,NA,NA,NA,NA,NA,NA
"102",23,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Trung","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.799","106.392","Vu Thi Tan","0.06",27,23,2,2,NA,9,NA,49,23,134,7,1,12,0,2,NA,NA,NA,NA,NA,NA,NA
"103",24,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Khoi0","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.787","106.398","Le Thi Tham","0.07",28,24,1,1,11,5,2,50,24,76,6,1,9,0,2,NA,NA,NA,NA,NA,NA,NA
"104",24,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Khoi0","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.787","106.398","Le Thi Tham","0.07",28,24,1,1,11,5,2,51,24,79,6,2,9,0,2,NA,NA,NA,NA,NA,NA,NA
"105",24,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Khoi0","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.787","106.398","Le Thi Tham","0.07",28,24,1,1,11,5,2,52,24,87,6,3,13,0,2,NA,NA,NA,NA,NA,NA,NA
"106",24,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Khoi0","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.787","106.398","Le Thi Tham","0.07",28,24,1,1,11,5,2,53,24,86,6,4,13,0,3,NA,NA,NA,NA,NA,NA,NA
"107",24,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Khoi0","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.787","106.398","Le Thi Tham","0.07",28,24,1,1,11,5,2,54,24,102,6,5,13,0,3,NA,NA,NA,NA,NA,NA,NA
"108",24,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Khoi0","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.787","106.398","Le Thi Tham","0.07",28,24,1,1,11,5,2,55,24,160,7,1,9,0,2,NA,NA,NA,NA,NA,NA,NA
"109",24,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Khoi0","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.787","106.398","Le Thi Tham","0.07",28,24,1,1,11,5,2,56,24,160,7,2,13,0,2,NA,NA,NA,NA,NA,NA,NA
"110",24,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Khoi0","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.787","106.398","Le Thi Tham","0.07",29,24,2,1,43,5,2,50,24,76,6,1,9,0,2,NA,NA,NA,NA,NA,NA,NA
"111",24,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Khoi0","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.787","106.398","Le Thi Tham","0.07",29,24,2,1,43,5,2,51,24,79,6,2,9,0,2,NA,NA,NA,NA,NA,NA,NA
"112",24,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Khoi0","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.787","106.398","Le Thi Tham","0.07",29,24,2,1,43,5,2,52,24,87,6,3,13,0,2,NA,NA,NA,NA,NA,NA,NA
"113",24,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Khoi0","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.787","106.398","Le Thi Tham","0.07",29,24,2,1,43,5,2,53,24,86,6,4,13,0,3,NA,NA,NA,NA,NA,NA,NA
"114",24,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Khoi0","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.787","106.398","Le Thi Tham","0.07",29,24,2,1,43,5,2,54,24,102,6,5,13,0,3,NA,NA,NA,NA,NA,NA,NA
"115",24,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Khoi0","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.787","106.398","Le Thi Tham","0.07",29,24,2,1,43,5,2,55,24,160,7,1,9,0,2,NA,NA,NA,NA,NA,NA,NA
"116",24,5,"2015-08-28","VN","","minh_khoi.le@syngenta.com","",38,"Khoi0","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.787","106.398","Le Thi Tham","0.07",29,24,2,1,43,5,2,56,24,160,7,2,13,0,2,NA,NA,NA,NA,NA,NA,NA
"117",25,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.477","106.231","Mai Van De","0.03",30,25,1,1,11,6,1,57,25,95,6,1,12,0,2,NA,NA,NA,NA,NA,NA,NA
"118",25,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.477","106.231","Mai Van De","0.03",30,25,1,1,11,6,1,58,25,147,7,1,12,0,2,NA,NA,NA,NA,NA,NA,NA
"119",26,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.047","106.231","Mai Van Ke","0.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",27,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.477","106.231","Mai Van Ke","0.03",31,27,1,1,11,6,1,59,27,79,6,1,7,0,1,NA,NA,NA,NA,NA,NA,NA
"121",27,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.477","106.231","Mai Van Ke","0.03",31,27,1,1,11,6,1,60,27,87,6,2,12,0,1,NA,NA,NA,NA,NA,NA,NA
"122",27,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.477","106.231","Mai Van Ke","0.03",31,27,1,1,11,6,1,61,27,76,6,3,13,0,2,NA,NA,NA,NA,NA,NA,NA
"123",27,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.477","106.231","Mai Van Ke","0.03",31,27,1,1,11,6,1,62,27,79,6,4,13,0,2,NA,NA,NA,NA,NA,NA,NA
"124",27,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.477","106.231","Mai Van Ke","0.03",31,27,1,1,11,6,1,63,27,140,7,1,12,0,2,NA,NA,NA,NA,NA,NA,NA
"125",27,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.477","106.231","Mai Van Ke","0.03",31,27,1,1,11,6,1,64,27,149,7,2,12,0,2,NA,NA,NA,NA,NA,NA,NA
"126",27,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.477","106.231","Mai Van Ke","0.03",31,27,1,1,11,6,1,65,27,147,7,3,13,0,1,NA,NA,NA,NA,NA,NA,NA
"127",28,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.476","106.239","Hoang Van On","0.06",32,28,1,1,41,5,2,66,28,95,6,1,12,0,1,NA,NA,NA,NA,NA,NA,NA
"128",28,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.476","106.239","Hoang Van On","0.06",32,28,1,1,41,5,2,67,28,140,7,1,12,0,2,NA,NA,NA,NA,NA,NA,NA
"129",28,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.476","106.239","Hoang Van On","0.06",32,28,1,1,41,5,2,68,28,149,7,2,12,0,2,NA,NA,NA,NA,NA,NA,NA
"130",28,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.476","106.239","Hoang Van On","0.06",32,28,1,1,41,5,2,69,28,147,7,3,13,0,2,NA,NA,NA,NA,NA,NA,NA
"131",28,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.476","106.239","Hoang Van On","0.06",32,28,1,1,41,5,2,70,28,134,7,4,13,0,2,NA,NA,NA,NA,NA,NA,NA
"132",28,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.476","106.239","Hoang Van On","0.06",33,28,2,1,11,5,2,66,28,95,6,1,12,0,1,NA,NA,NA,NA,NA,NA,NA
"133",28,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.476","106.239","Hoang Van On","0.06",33,28,2,1,11,5,2,67,28,140,7,1,12,0,2,NA,NA,NA,NA,NA,NA,NA
"134",28,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.476","106.239","Hoang Van On","0.06",33,28,2,1,11,5,2,68,28,149,7,2,12,0,2,NA,NA,NA,NA,NA,NA,NA
"135",28,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.476","106.239","Hoang Van On","0.06",33,28,2,1,11,5,2,69,28,147,7,3,13,0,2,NA,NA,NA,NA,NA,NA,NA
"136",28,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.476","106.239","Hoang Van On","0.06",33,28,2,1,11,5,2,70,28,134,7,4,13,0,2,NA,NA,NA,NA,NA,NA,NA
"137",29,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.793","106.384","Nguyen Thi Dan","0.03",34,29,1,1,11,6,1,71,29,68,6,1,11,0,1,NA,NA,NA,NA,NA,NA,NA
"138",29,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.793","106.384","Nguyen Thi Dan","0.03",34,29,1,1,11,6,1,72,29,87,6,2,12,0,1,NA,NA,NA,NA,NA,NA,NA
"139",29,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.793","106.384","Nguyen Thi Dan","0.03",34,29,1,1,11,6,1,73,29,99,6,3,14,0,1,NA,NA,NA,NA,NA,NA,NA
"140",29,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.793","106.384","Nguyen Thi Dan","0.03",34,29,1,1,11,6,1,74,29,140,7,1,11,0,2,NA,NA,NA,NA,NA,NA,NA
"141",29,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.793","106.384","Nguyen Thi Dan","0.03",34,29,1,1,11,6,1,75,29,149,7,2,11,0,2,NA,NA,NA,NA,NA,NA,NA
"142",29,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.793","106.384","Nguyen Thi Dan","0.03",34,29,1,1,11,6,1,76,29,134,7,3,12,0,2,NA,NA,NA,NA,NA,NA,NA
"143",29,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.793","106.384","Nguyen Thi Dan","0.03",34,29,1,1,11,6,1,77,29,147,7,4,12,0,2,NA,NA,NA,NA,NA,NA,NA
"144",30,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.795","106.387","Mai Thi Thap","0.04",35,30,1,1,11,6,1,78,30,56,6,1,9,0,1,NA,NA,NA,NA,NA,NA,NA
"145",30,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.795","106.387","Mai Thi Thap","0.04",35,30,1,1,11,6,1,79,30,140,7,1,9,0,2,NA,NA,NA,NA,NA,NA,NA
"146",30,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.795","106.387","Mai Thi Thap","0.04",35,30,1,1,11,6,1,80,30,149,7,2,9,0,2,NA,NA,NA,NA,NA,NA,NA
"147",30,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.795","106.387","Mai Thi Thap","0.04",35,30,1,1,11,6,1,81,30,158,7,3,12,0,2,NA,NA,NA,NA,NA,NA,NA
"148",30,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.795","106.387","Mai Thi Thap","0.04",35,30,1,1,11,6,1,82,30,149,7,4,12,0,2,NA,NA,NA,NA,NA,NA,NA
"149",30,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.795","106.387","Mai Thi Thap","0.04",35,30,1,1,11,6,1,83,30,158,7,5,13,0,2,NA,NA,NA,NA,NA,NA,NA
"150",30,5,"2015-08-29","VN","","minh_khoi.le@syngenta.com","",38,"Nghie","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.795","106.387","Mai Thi Thap","0.04",35,30,1,1,11,6,1,84,30,149,7,6,13,0,2,NA,NA,NA,NA,NA,NA,NA
"151",31,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi2","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.786","106.398","Mai Thi Sang","0.07",36,31,1,1,12,6,1,85,31,95,6,1,9,0,1,NA,NA,NA,NA,NA,NA,NA
"152",31,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi2","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.786","106.398","Mai Thi Sang","0.07",36,31,1,1,12,6,1,86,31,126,6,2,13,0,1,NA,NA,NA,NA,NA,NA,NA
"153",31,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi2","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.786","106.398","Mai Thi Sang","0.07",36,31,1,1,12,6,1,87,31,147,7,1,9,0,1,NA,NA,NA,NA,NA,NA,NA
"154",31,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi2","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.786","106.398","Mai Thi Sang","0.07",36,31,1,1,12,6,1,88,31,147,7,2,13,0,2,NA,NA,NA,NA,NA,NA,NA
"155",31,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi2","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.786","106.398","Mai Thi Sang","0.07",36,31,1,1,12,6,1,89,31,149,7,3,13,0,3,NA,NA,NA,NA,NA,NA,NA
"156",31,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi2","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.786","106.398","Mai Thi Sang","0.07",36,31,1,1,12,6,1,90,31,140,7,4,13,0,3,NA,NA,NA,NA,NA,NA,NA
"157",32,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi3","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.787","106.398","Pham Van Thanh","0.05",37,32,1,1,11,5,1,91,32,79,6,1,9,0,1,NA,NA,NA,NA,NA,NA,NA
"158",32,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi3","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.787","106.398","Pham Van Thanh","0.05",37,32,1,1,11,5,1,92,32,160,7,1,9,0,1,NA,NA,NA,NA,NA,NA,NA
"159",33,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi4","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.793","106.384","Nguyen Thi Thoa","0.09",38,33,1,1,11,5,2,93,33,62,6,1,12,0,1,NA,NA,NA,NA,NA,NA,NA
"160",33,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi4","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.793","106.384","Nguyen Thi Thoa","0.09",38,33,1,1,11,5,2,94,33,147,7,1,12,0,1,NA,NA,NA,NA,NA,NA,NA
"161",33,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi4","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.793","106.384","Nguyen Thi Thoa","0.09",39,33,2,1,5,5,3,93,33,62,6,1,12,0,1,NA,NA,NA,NA,NA,NA,NA
"162",33,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi4","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.793","106.384","Nguyen Thi Thoa","0.09",39,33,2,1,5,5,3,94,33,147,7,1,12,0,1,NA,NA,NA,NA,NA,NA,NA
"163",33,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi4","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.793","106.384","Nguyen Thi Thoa","0.09",40,33,3,1,12,5,3,93,33,62,6,1,12,0,1,NA,NA,NA,NA,NA,NA,NA
"164",33,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi4","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.793","106.384","Nguyen Thi Thoa","0.09",40,33,3,1,12,5,3,94,33,147,7,1,12,0,1,NA,NA,NA,NA,NA,NA,NA
"165",34,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi5","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.785","106.399","Le Thi Phan","0.12",41,34,1,1,12,5,1,95,34,87,6,1,9,0,2,NA,NA,NA,NA,NA,NA,NA
"166",34,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi5","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.785","106.399","Le Thi Phan","0.12",41,34,1,1,12,5,1,96,34,86,6,2,9,0,3,NA,NA,NA,NA,NA,NA,NA
"167",34,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi5","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.785","106.399","Le Thi Phan","0.12",41,34,1,1,12,5,1,97,34,102,6,3,9,0,3,NA,NA,NA,NA,NA,NA,NA
"168",34,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi5","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.785","106.399","Le Thi Phan","0.12",41,34,1,1,12,5,1,98,34,87,6,4,12,0,2,NA,NA,NA,NA,NA,NA,NA
"169",34,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi5","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.785","106.399","Le Thi Phan","0.12",41,34,1,1,12,5,1,99,34,86,6,5,12,0,3,NA,NA,NA,NA,NA,NA,NA
"170",34,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi5","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.785","106.399","Le Thi Phan","0.12",41,34,1,1,12,5,1,100,34,102,6,6,12,0,3,NA,NA,NA,NA,NA,NA,NA
"171",34,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi5","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.785","106.399","Le Thi Phan","0.12",41,34,1,1,12,5,1,101,34,76,6,7,13,0,3,NA,NA,NA,NA,NA,NA,NA
"172",34,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi5","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.785","106.399","Le Thi Phan","0.12",41,34,1,1,12,5,1,102,34,79,6,8,13,0,3,NA,NA,NA,NA,NA,NA,NA
"173",34,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi5","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.785","106.399","Le Thi Phan","0.12",41,34,1,1,12,5,1,103,34,102,6,9,13,0,3,NA,NA,NA,NA,NA,NA,NA
"174",34,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi5","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.785","106.399","Le Thi Phan","0.12",41,34,1,1,12,5,1,104,34,86,6,10,13,0,3,NA,NA,NA,NA,NA,NA,NA
"175",34,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi5","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.785","106.399","Le Thi Phan","0.12",41,34,1,1,12,5,1,105,34,140,7,1,9,0,3,NA,NA,NA,NA,NA,NA,NA
"176",34,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi5","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.785","106.399","Le Thi Phan","0.12",41,34,1,1,12,5,1,106,34,149,7,2,9,0,3,NA,NA,NA,NA,NA,NA,NA
"177",34,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi5","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.785","106.399","Le Thi Phan","0.12",41,34,1,1,12,5,1,107,34,140,7,3,13,0,3,NA,NA,NA,NA,NA,NA,NA
"178",34,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Khoi5","Lam Hamlet, Minh Duc cummune","Tu Ky","VN-61","20.785","106.399","Le Thi Phan","0.12",41,34,1,1,12,5,1,108,34,149,7,4,13,0,3,NA,NA,NA,NA,NA,NA,NA
"179",35,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Trung","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.799","106.394","Nguyen Thi Ly","0.07",42,35,1,2,NA,7,NA,109,35,76,6,1,13,0,3,NA,NA,NA,NA,NA,NA,NA
"180",35,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Trung","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.799","106.394","Nguyen Thi Ly","0.07",42,35,1,2,NA,7,NA,110,35,79,6,2,13,0,3,NA,NA,NA,NA,NA,NA,NA
"181",35,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Trung","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.799","106.394","Nguyen Thi Ly","0.07",42,35,1,2,NA,7,NA,111,35,99,6,3,13,0,2,NA,NA,NA,NA,NA,NA,NA
"182",35,5,"2015-08-30","VN","","minh_khoi.le@syngenta.com","",38,"Trung","Quan hamlet, Minh Duc commune","Tu Ky","VN-61","20.799","106.394","Nguyen Thi Ly","0.07",42,35,1,2,NA,7,NA,112,35,134,7,1,13,0,1,NA,NA,NA,NA,NA,NA,NA
"183",36,1,"2015-09-21","ID","","s.jaisong@irri.org","",4,"A","Pulo Jaya","Kawarang","ID-JB","106.28915","106.471","Utang","1",43,36,1,1,43,8,1,113,36,2,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA
"184",36,1,"2015-09-21","ID","","s.jaisong@irri.org","",4,"A","Pulo Jaya","Kawarang","ID-JB","106.28915","106.471","Utang","1",43,36,1,1,43,8,1,114,36,2,3,2,0,0,1,NA,NA,NA,NA,NA,NA,NA
"185",36,1,"2015-09-21","ID","","s.jaisong@irri.org","",4,"A","Pulo Jaya","Kawarang","ID-JB","106.28915","106.471","Utang","1",44,36,2,1,4,8,1,113,36,2,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA
"186",36,1,"2015-09-21","ID","","s.jaisong@irri.org","",4,"A","Pulo Jaya","Kawarang","ID-JB","106.28915","106.471","Utang","1",44,36,2,1,4,8,1,114,36,2,3,2,0,0,1,NA,NA,NA,NA,NA,NA,NA
"187",37,1,"2015-09-21","ID","","s.jaisong@irri.org","",4,"B","Pulo Jaya","Karawang","ID-JB","-106.2891","167.471","Sakim","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",38,1,"2015-09-29","ID","","s.jaisong@irri.org","",4,"c","Pulo Jaya","Karawang","ID-JB","-6.28895","107.47245","Edeng","1",45,38,1,1,35,6,1,115,38,2,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA
"189",38,1,"2015-09-29","ID","","s.jaisong@irri.org","",4,"c","Pulo Jaya","Karawang","ID-JB","-6.28895","107.47245","Edeng","1",45,38,1,1,35,6,1,116,38,62,6,1,6,0,1,NA,NA,NA,NA,NA,NA,NA
"190",38,1,"2015-09-29","ID","","s.jaisong@irri.org","",4,"c","Pulo Jaya","Karawang","ID-JB","-6.28895","107.47245","Edeng","1",45,38,1,1,35,6,1,117,38,62,6,2,7,0,1,NA,NA,NA,NA,NA,NA,NA
"191",38,1,"2015-09-29","ID","","s.jaisong@irri.org","",4,"c","Pulo Jaya","Karawang","ID-JB","-6.28895","107.47245","Edeng","1",45,38,1,1,35,6,1,118,38,62,6,3,8,0,1,NA,NA,NA,NA,NA,NA,NA
"192",38,1,"2015-09-29","ID","","s.jaisong@irri.org","",4,"c","Pulo Jaya","Karawang","ID-JB","-6.28895","107.47245","Edeng","1",45,38,1,1,35,6,1,119,38,79,6,4,6,0,1,NA,NA,NA,NA,NA,NA,NA
